,发生时间,开关机状态,加热中,保温中,实际温度,热水量,水流量,加热剩余时间,当前设置温度,事件编号
3239,2014-10-22 11:52:14,关,关,关,45°C,25%,45,0分钟,50°C,38
3348,2014-10-22 18:57:13,开,关,开,50°C,50%,8,0分钟,50°C,39
3351,2014-10-22 19:54:36,关,关,关,50°C,50%,61,0分钟,50°C,40
3352,2014-10-22 19:54:39,关,关,关,50°C,50%,62,0分钟,50°C,40
3353,2014-10-22 19:54:40,关,关,关,50°C,50%,61,0分钟,50°C,40
3354,2014-10-22 19:54:45,关,关,关,50°C,50%,62,0分钟,50°C,40
3355,2014-10-22 19:54:47,关,关,关,50°C,50%,63,0分钟,50°C,40
3356,2014-10-22 19:54:49,关,关,关,50°C,50%,62,0分钟,50°C,40
3357,2014-10-22 19:54:53,关,关,关,50°C,50%,63,0分钟,50°C,40
3358,2014-10-22 19:54:57,关,关,关,50°C,50%,62,0分钟,50°C,40
3359,2014-10-22 19:54:59,关,关,关,50°C,50%,63,0分钟,50°C,40
3360,2014-10-22 19:55:01,关,关,关,50°C,50%,61,0分钟,50°C,40
3362,2014-10-22 19:55:53,关,关,关,50°C,50%,42,0分钟,50°C,40
3363,2014-10-22 19:55:57,关,关,关,50°C,50%,61,0分钟,50°C,40
3364,2014-10-22 19:55:59,关,关,关,50°C,50%,62,0分钟,50°C,40
3366,2014-10-22 19:56:15,关,关,关,50°C,50%,48,0分钟,50°C,40
3367,2014-10-22 19:56:17,关,关,关,50°C,50%,46,0分钟,50°C,40
3368,2014-10-22 19:56:19,关,关,关,50°C,50%,52,0分钟,50°C,40
3369,2014-10-22 19:56:26,关,关,关,50°C,50%,51,0分钟,50°C,40
3370,2014-10-22 19:56:28,关,关,关,50°C,50%,36,0分钟,50°C,40
3371,2014-10-22 19:56:29,关,关,关,50°C,50%,35,0分钟,50°C,40
3372,2014-10-22 19:56:32,关,关,关,50°C,50%,31,0分钟,50°C,40
3373,2014-10-22 19:56:34,关,关,关,50°C,50%,36,0分钟,50°C,40
3374,2014-10-22 19:56:38,关,关,关,50°C,50%,38,0分钟,50°C,40
3375,2014-10-22 19:56:42,关,关,关,50°C,50%,30,0分钟,50°C,40
3376,2014-10-22 19:56:46,关,关,关,50°C,50%,28,0分钟,50°C,40
3377,2014-10-22 19:56:52,关,关,关,50°C,50%,30,0分钟,50°C,40
3378,2014-10-22 19:57:04,关,关,关,50°C,50%,28,0分钟,50°C,40
3379,2014-10-22 19:57:06,关,关,关,50°C,50%,30,0分钟,50°C,40
3380,2014-10-22 19:57:16,关,关,关,50°C,50%,28,0分钟,50°C,40
3381,2014-10-22 19:57:18,关,关,关,50°C,50%,25,0分钟,50°C,40
3382,2014-10-22 19:57:22,关,关,关,50°C,50%,26,0分钟,50°C,40
3383,2014-10-22 19:57:24,关,关,关,50°C,50%,23,0分钟,50°C,40
3384,2014-10-22 19:57:26,关,关,关,50°C,50%,26,0分钟,50°C,40
3385,2014-10-22 19:57:30,关,关,关,50°C,50%,27,0分钟,50°C,40
3386,2014-10-22 19:57:32,关,关,关,50°C,50%,26,0分钟,50°C,40
3387,2014-10-22 19:57:34,关,关,关,50°C,50%,27,0分钟,50°C,40
3388,2014-10-22 19:57:36,关,关,关,50°C,50%,31,0分钟,50°C,40
3389,2014-10-22 19:57:38,关,关,关,50°C,50%,30,0分钟,50°C,40
3390,2014-10-22 19:57:40,关,关,关,50°C,50%,31,0分钟,50°C,40
3391,2014-10-22 19:57:42,关,关,关,50°C,50%,30,0分钟,50°C,40
3392,2014-10-22 19:57:44,关,关,关,50°C,50%,31,0分钟,50°C,40
3393,2014-10-22 19:57:46,关,关,关,50°C,50%,30,0分钟,50°C,40
3394,2014-10-22 19:57:48,关,关,关,50°C,50%,31,0分钟,50°C,40
3395,2014-10-22 19:57:56,关,关,关,50°C,50%,30,0分钟,50°C,40
3396,2014-10-22 19:58:09,关,关,关,50°C,50%,26,0分钟,50°C,40
3397,2014-10-22 19:58:10,关,关,关,50°C,50%,25,0分钟,50°C,40
3398,2014-10-22 19:58:15,关,关,关,50°C,50%,26,0分钟,50°C,40
3399,2014-10-22 19:58:17,关,关,关,50°C,50%,25,0分钟,50°C,40
3400,2014-10-22 19:58:21,关,关,关,50°C,50%,26,0分钟,50°C,40
3401,2014-10-22 19:58:23,关,关,关,50°C,50%,25,0分钟,50°C,40
3402,2014-10-22 19:58:25,关,关,关,50°C,50%,26,0分钟,50°C,40
3403,2014-10-22 19:58:55,关,关,关,49°C,50%,26,0分钟,50°C,40
3404,2014-10-22 19:58:57,关,关,关,49°C,50%,25,0分钟,50°C,40
3405,2014-10-22 19:59:05,关,关,关,49°C,50%,26,0分钟,50°C,40
3406,2014-10-22 19:59:09,关,关,关,49°C,50%,25,0分钟,50°C,40
3407,2014-10-22 19:59:17,关,关,关,49°C,50%,26,0分钟,50°C,40
3408,2014-10-22 19:59:19,关,关,关,49°C,50%,25,0分钟,50°C,40
3409,2014-10-22 19:59:21,关,关,关,49°C,50%,26,0分钟,50°C,40
3410,2014-10-22 19:59:23,关,关,关,49°C,50%,25,0分钟,50°C,40
3411,2014-10-22 19:59:37,关,关,关,49°C,50%,26,0分钟,50°C,40
3412,2014-10-22 19:59:41,关,关,关,49°C,50%,25,0分钟,50°C,40
3413,2014-10-22 20:00:00,关,关,关,49°C,50%,26,0分钟,50°C,40
3414,2014-10-22 20:00:02,关,关,关,49°C,50%,25,0分钟,50°C,40
3415,2014-10-22 20:00:10,关,关,关,49°C,50%,26,0分钟,50°C,40
3416,2014-10-22 20:00:12,关,关,关,49°C,50%,25,0分钟,50°C,40
3417,2014-10-22 20:00:26,关,关,关,49°C,50%,26,0分钟,50°C,40
3418,2014-10-22 20:00:28,关,关,关,49°C,50%,25,0分钟,50°C,40
3419,2014-10-22 20:00:38,关,关,关,49°C,50%,26,0分钟,50°C,40
3420,2014-10-22 20:00:40,关,关,关,49°C,50%,25,0分钟,50°C,40
3421,2014-10-22 20:00:46,关,关,关,49°C,50%,26,0分钟,50°C,40
3422,2014-10-22 20:00:48,关,关,关,49°C,50%,25,0分钟,50°C,40
3423,2014-10-22 20:00:50,关,关,关,49°C,50%,26,0分钟,50°C,40
3424,2014-10-22 20:00:52,关,关,关,48°C,50%,26,0分钟,50°C,40
3425,2014-10-22 20:00:54,关,关,关,48°C,50%,25,0分钟,50°C,40
3426,2014-10-22 20:00:56,关,关,关,48°C,50%,26,0分钟,50°C,40
3427,2014-10-22 20:00:58,关,关,关,48°C,50%,25,0分钟,50°C,40
3428,2014-10-22 20:01:00,关,关,关,48°C,50%,26,0分钟,50°C,40
3429,2014-10-22 20:01:02,关,关,关,48°C,50%,25,0分钟,50°C,40
3430,2014-10-22 20:01:06,关,关,关,48°C,50%,26,0分钟,50°C,40
3431,2014-10-22 20:01:08,关,关,关,48°C,50%,25,0分钟,50°C,40
3432,2014-10-22 20:01:28,关,关,关,48°C,50%,26,0分钟,50°C,40
3433,2014-10-22 20:01:30,关,关,关,48°C,50%,25,0分钟,50°C,40
3434,2014-10-22 20:01:32,关,关,关,48°C,50%,26,0分钟,50°C,40
3435,2014-10-22 20:01:39,关,关,关,48°C,50%,26,0分钟,50°C,40
3436,2014-10-22 20:01:40,关,关,关,48°C,50%,25,0分钟,50°C,40
3437,2014-10-22 20:01:43,关,关,关,48°C,50%,26,0分钟,50°C,40
3438,2014-10-22 20:01:45,关,关,关,48°C,50%,25,0分钟,50°C,40
3439,2014-10-22 20:01:51,关,关,关,48°C,50%,26,0分钟,50°C,40
3440,2014-10-22 20:01:55,关,关,关,48°C,50%,25,0分钟,50°C,40
3441,2014-10-22 20:02:03,关,关,关,48°C,50%,26,0分钟,50°C,40
3442,2014-10-22 20:02:05,关,关,关,48°C,50%,25,0分钟,50°C,40
3443,2014-10-22 20:02:07,关,关,关,48°C,50%,26,0分钟,50°C,40
3444,2014-10-22 20:02:09,关,关,关,48°C,50%,25,0分钟,50°C,40
3445,2014-10-22 20:02:13,关,关,关,47°C,50%,26,0分钟,50°C,40
3446,2014-10-22 20:02:15,关,关,关,47°C,50%,25,0分钟,50°C,40
3447,2014-10-22 20:02:17,关,关,关,47°C,50%,26,0分钟,50°C,40
3448,2014-10-22 20:02:19,关,关,关,47°C,50%,25,0分钟,50°C,40
3449,2014-10-22 20:02:37,关,关,关,47°C,50%,26,0分钟,50°C,40
3450,2014-10-22 20:02:39,关,关,关,47°C,50%,25,0分钟,50°C,40
3451,2014-10-22 20:02:47,关,关,关,47°C,50%,26,0分钟,50°C,40
3452,2014-10-22 20:02:49,关,关,关,47°C,50%,25,0分钟,50°C,40
3453,2014-10-22 20:02:51,关,关,关,47°C,50%,26,0分钟,50°C,40
3454,2014-10-22 20:02:53,关,关,关,47°C,50%,25,0分钟,50°C,40
3455,2014-10-22 20:03:03,关,关,关,47°C,50%,26,0分钟,50°C,40
3456,2014-10-22 20:03:07,关,关,关,47°C,50%,25,0分钟,50°C,40
3457,2014-10-22 20:03:15,关,关,关,47°C,50%,26,0分钟,50°C,40
3458,2014-10-22 20:03:20,关,关,关,46°C,50%,26,0分钟,50°C,40
3459,2014-10-22 20:03:21,关,关,关,46°C,50%,25,0分钟,50°C,40
3460,2014-10-22 20:03:23,关,关,关,46°C,50%,26,0分钟,50°C,40
3461,2014-10-22 20:03:26,关,关,关,46°C,50%,25,0分钟,50°C,40
3462,2014-10-22 20:03:36,关,关,关,46°C,50%,26,0分钟,50°C,40
3463,2014-10-22 20:03:38,关,关,关,46°C,50%,25,0分钟,50°C,40
3464,2014-10-22 20:03:50,关,关,关,46°C,50%,26,0分钟,50°C,40
3465,2014-10-22 20:03:52,关,关,关,46°C,50%,25,0分钟,50°C,40
3466,2014-10-22 20:04:00,关,关,关,45°C,50%,13,0分钟,50°C,40
3472,2014-10-22 20:14:04,关,关,关,42°C,25%,25,0分钟,50°C,41
3473,2014-10-22 20:14:08,关,关,关,42°C,25%,26,0分钟,50°C,41
3474,2014-10-22 20:14:12,关,关,关,42°C,25%,27,0分钟,50°C,41
3475,2014-10-22 20:14:14,关,关,关,42°C,25%,26,0分钟,50°C,41
3476,2014-10-22 20:14:18,关,关,关,42°C,25%,27,0分钟,50°C,41
3477,2014-10-22 20:14:32,关,关,关,42°C,25%,26,0分钟,50°C,41
3478,2014-10-22 20:14:36,关,关,关,42°C,25%,27,0分钟,50°C,41
3479,2014-10-22 20:14:38,关,关,关,42°C,25%,26,0分钟,50°C,41
3480,2014-10-22 20:14:42,关,关,关,42°C,25%,27,0分钟,50°C,41
3481,2014-10-22 20:14:44,关,关,关,42°C,25%,26,0分钟,50°C,41
3482,2014-10-22 20:14:46,关,关,关,42°C,25%,27,0分钟,50°C,41
3483,2014-10-22 20:14:48,关,关,关,41°C,25%,27,0分钟,50°C,41
3484,2014-10-22 20:14:50,关,关,关,41°C,25%,26,0分钟,50°C,41
3485,2014-10-22 20:14:52,关,关,关,41°C,25%,27,0分钟,50°C,41
3486,2014-10-22 20:14:54,关,关,关,41°C,25%,26,0分钟,50°C,41
3487,2014-10-22 20:15:04,关,关,关,41°C,25%,27,0分钟,50°C,41
3488,2014-10-22 20:15:06,关,关,关,41°C,25%,26,0分钟,50°C,41
3489,2014-10-22 20:15:08,关,关,关,41°C,25%,27,0分钟,50°C,41
3490,2014-10-22 20:15:10,关,关,关,41°C,25%,28,0分钟,50°C,41
3491,2014-10-22 20:15:18,关,关,关,41°C,25%,27,0分钟,50°C,41
3492,2014-10-22 20:15:22,关,关,关,41°C,25%,26,0分钟,50°C,41
3493,2014-10-22 20:15:28,关,关,关,41°C,25%,27,0分钟,50°C,41
3494,2014-10-22 20:15:30,关,关,关,40°C,25%,27,0分钟,50°C,41
3495,2014-10-22 20:15:32,关,关,关,40°C,25%,26,0分钟,50°C,41
3496,2014-10-22 20:15:53,关,关,关,40°C,25%,27,0分钟,50°C,41
3497,2014-10-22 20:16:03,关,关,关,39°C,25%,27,0分钟,50°C,41
3498,2014-10-22 20:16:05,关,关,关,39°C,25%,26,0分钟,50°C,41
3499,2014-10-22 20:16:17,关,关,关,39°C,25%,27,0分钟,50°C,41
3500,2014-10-22 20:16:25,关,关,关,38°C,25%,27,0分钟,50°C,41
3501,2014-10-22 20:16:27,关,关,关,38°C,25%,26,0分钟,50°C,41
3502,2014-10-22 20:16:29,关,关,关,38°C,25%,28,0分钟,50°C,41
3503,2014-10-22 20:16:33,关,关,关,38°C,25%,27,0分钟,50°C,41
3504,2014-10-22 20:16:35,关,关,关,38°C,25%,26,0分钟,50°C,41
3505,2014-10-22 20:16:41,关,关,关,38°C,25%,27,0分钟,50°C,41
3506,2014-10-22 20:16:49,关,关,关,37°C,25%,27,0分钟,50°C,41
3507,2014-10-22 20:16:51,关,关,关,37°C,25%,28,0分钟,50°C,41
3508,2014-10-22 20:17:05,关,关,关,37°C,25%,27,0分钟,50°C,41
3509,2014-10-22 20:17:07,关,关,关,37°C,25%,26,0分钟,50°C,41
3510,2014-10-22 20:17:09,关,关,关,37°C,25%,27,0分钟,50°C,41
3511,2014-10-22 20:17:11,关,关,关,37°C,25%,26,0分钟,50°C,41
3512,2014-10-22 20:17:19,关,关,关,36°C,25%,27,0分钟,50°C,41
3513,2014-10-22 20:17:22,关,关,关,36°C,25%,28,0分钟,50°C,41
3514,2014-10-22 20:17:24,关,关,关,36°C,25%,26,0分钟,50°C,41
3515,2014-10-22 20:17:30,关,关,关,36°C,25%,27,0分钟,50°C,41
3516,2014-10-22 20:17:46,关,关,关,35°C,25%,27,0分钟,50°C,41
3517,2014-10-22 20:17:48,关,关,关,35°C,25%,28,0分钟,50°C,41
3518,2014-10-22 20:17:50,关,关,关,35°C,25%,27,0分钟,50°C,41
3519,2014-10-22 20:17:52,关,关,关,35°C,25%,21,0分钟,50°C,41
3569,2014-10-22 21:58:05,关,关,关,50°C,50%,46,0分钟,50°C,42
3570,2014-10-22 21:58:07,关,关,关,50°C,50%,48,0分钟,50°C,42
3571,2014-10-22 21:58:15,关,关,关,50°C,50%,50,0分钟,50°C,42
3572,2014-10-22 21:58:25,关,关,关,50°C,50%,51,0分钟,50°C,42
3573,2014-10-22 21:58:27,关,关,关,50°C,50%,50,0分钟,50°C,42
3574,2014-10-22 21:58:35,关,关,关,50°C,50%,51,0分钟,50°C,42
3575,2014-10-22 21:58:41,关,关,关,50°C,50%,50,0分钟,50°C,42
3576,2014-10-22 21:58:52,关,关,关,50°C,50%,51,0分钟,50°C,42
3577,2014-10-22 21:58:55,关,关,关,50°C,50%,50,0分钟,50°C,42
3578,2014-10-22 21:58:58,关,关,关,50°C,50%,48,0分钟,50°C,42
3579,2014-10-22 21:59:00,关,关,关,50°C,50%,40,0分钟,50°C,42
3580,2014-10-22 21:59:02,关,关,关,50°C,50%,38,0分钟,50°C,42
3581,2014-10-22 21:59:08,关,关,关,50°C,50%,36,0分钟,50°C,42
3582,2014-10-22 21:59:10,关,关,关,50°C,50%,32,0分钟,50°C,42
3583,2014-10-22 21:59:22,关,关,关,49°C,50%,32,0分钟,50°C,42
3584,2014-10-22 21:59:24,关,关,关,49°C,50%,33,0分钟,50°C,42
3585,2014-10-22 21:59:30,关,关,关,49°C,50%,32,0分钟,50°C,42
3586,2014-10-22 21:59:32,关,关,关,49°C,50%,33,0分钟,50°C,42
3587,2014-10-22 21:59:36,关,关,关,49°C,50%,32,0分钟,50°C,42
3588,2014-10-22 21:59:38,关,关,关,49°C,50%,33,0分钟,50°C,42
3589,2014-10-22 21:59:42,关,关,关,49°C,50%,32,0分钟,50°C,42
3590,2014-10-22 21:59:56,关,关,关,49°C,50%,33,0分钟,50°C,42
3591,2014-10-22 21:59:58,关,关,关,49°C,50%,32,0分钟,50°C,42
3592,2014-10-22 22:00:00,关,关,关,49°C,50%,33,0分钟,50°C,42
3593,2014-10-22 22:00:02,关,关,关,49°C,50%,32,0分钟,50°C,42
3594,2014-10-22 22:00:12,关,关,关,49°C,50%,33,0分钟,50°C,42
3595,2014-10-22 22:00:14,关,关,关,49°C,50%,32,0分钟,50°C,42
3596,2014-10-22 22:00:16,关,关,关,49°C,50%,33,0分钟,50°C,42
3597,2014-10-22 22:00:18,关,关,关,49°C,50%,32,0分钟,50°C,42
3598,2014-10-22 22:00:20,关,关,关,49°C,50%,33,0分钟,50°C,42
3599,2014-10-22 22:00:22,关,关,关,49°C,50%,32,0分钟,50°C,42
3600,2014-10-22 22:00:26,关,关,关,49°C,50%,33,0分钟,50°C,42
3601,2014-10-22 22:00:28,关,关,关,49°C,50%,32,0分钟,50°C,42
3602,2014-10-22 22:00:36,关,关,关,49°C,50%,33,0分钟,50°C,42
3603,2014-10-22 22:00:41,关,关,关,49°C,50%,32,0分钟,50°C,42
3604,2014-10-22 22:00:43,关,关,关,49°C,50%,33,0分钟,50°C,42
3605,2014-10-22 22:00:51,关,关,关,49°C,50%,32,0分钟,50°C,42
3606,2014-10-22 22:00:53,关,关,关,49°C,50%,33,0分钟,50°C,42
3607,2014-10-22 22:00:55,关,关,关,49°C,50%,32,0分钟,50°C,42
3608,2014-10-22 22:00:59,关,关,关,49°C,50%,33,0分钟,50°C,42
3609,2014-10-22 22:01:03,关,关,关,49°C,50%,32,0分钟,50°C,42
3610,2014-10-22 22:01:11,关,关,关,49°C,50%,33,0分钟,50°C,42
3611,2014-10-22 22:01:21,关,关,关,49°C,50%,32,0分钟,50°C,42
3612,2014-10-22 22:01:23,关,关,关,49°C,50%,33,0分钟,50°C,42
3613,2014-10-22 22:01:29,关,关,关,48°C,50%,33,0分钟,50°C,42
3614,2014-10-22 22:01:31,关,关,关,48°C,50%,32,0分钟,50°C,42
3615,2014-10-22 22:01:33,关,关,关,48°C,50%,33,0分钟,50°C,42
3616,2014-10-22 22:01:37,关,关,关,48°C,50%,32,0分钟,50°C,42
3617,2014-10-22 22:01:41,关,关,关,48°C,50%,33,0分钟,50°C,42
3618,2014-10-22 22:01:45,关,关,关,48°C,50%,32,0分钟,50°C,42
3619,2014-10-22 22:02:01,关,关,关,48°C,50%,33,0分钟,50°C,42
3620,2014-10-22 22:02:05,关,关,关,48°C,50%,32,0分钟,50°C,42
3621,2014-10-22 22:02:17,关,关,关,48°C,50%,33,0分钟,50°C,42
3622,2014-10-22 22:02:20,关,关,关,48°C,50%,32,0分钟,50°C,42
3623,2014-10-22 22:02:36,关,关,关,48°C,50%,33,0分钟,50°C,42
3624,2014-10-22 22:02:40,关,关,关,47°C,50%,33,0分钟,50°C,42
3625,2014-10-22 22:02:42,关,关,关,47°C,50%,32,0分钟,50°C,42
3626,2014-10-22 22:02:44,关,关,关,47°C,50%,33,0分钟,50°C,42
3627,2014-10-22 22:02:46,关,关,关,47°C,50%,35,0分钟,50°C,42
3628,2014-10-22 22:03:04,关,关,关,47°C,50%,33,0分钟,50°C,42
3629,2014-10-22 22:03:06,关,关,关,47°C,50%,35,0分钟,50°C,42
3630,2014-10-22 22:03:20,关,关,关,47°C,50%,33,0分钟,50°C,42
3631,2014-10-22 22:03:22,关,关,关,47°C,50%,35,0分钟,50°C,42
3632,2014-10-22 22:03:28,关,关,关,47°C,50%,33,0分钟,50°C,42
3633,2014-10-22 22:03:30,关,关,关,47°C,50%,32,0分钟,50°C,42
3634,2014-10-22 22:03:32,关,关,关,47°C,50%,33,0分钟,50°C,42
3637,2014-10-22 22:05:42,关,关,关,46°C,50%,30,0分钟,50°C,42
3638,2014-10-22 22:05:44,关,关,关,46°C,50%,31,0分钟,50°C,42
3639,2014-10-22 22:05:48,关,关,关,46°C,50%,32,0分钟,50°C,42
3640,2014-10-22 22:05:56,关,关,关,46°C,50%,31,0分钟,50°C,42
3641,2014-10-22 22:06:00,关,关,关,46°C,50%,32,0分钟,50°C,42
3642,2014-10-22 22:06:06,关,关,关,46°C,50%,31,0分钟,50°C,42
3643,2014-10-22 22:06:11,关,关,关,46°C,50%,32,0分钟,50°C,42
3644,2014-10-22 22:06:12,关,关,关,46°C,50%,31,0分钟,50°C,42
3645,2014-10-22 22:06:14,关,关,关,46°C,50%,32,0分钟,50°C,42
3646,2014-10-22 22:06:16,关,关,关,45°C,50%,32,0分钟,50°C,42
3647,2014-10-22 22:06:20,关,关,关,45°C,50%,31,0分钟,50°C,42
3648,2014-10-22 22:06:24,关,关,关,45°C,50%,32,0分钟,50°C,42
3649,2014-10-22 22:06:26,关,关,关,45°C,50%,31,0分钟,50°C,42
3650,2014-10-22 22:06:30,关,关,关,45°C,50%,32,0分钟,50°C,42
3651,2014-10-22 22:06:32,关,关,关,45°C,50%,31,0分钟,50°C,42
3652,2014-10-22 22:06:40,关,关,关,45°C,50%,32,0分钟,50°C,42
3653,2014-10-22 22:06:44,关,关,关,45°C,50%,31,0分钟,50°C,42
3654,2014-10-22 22:06:48,关,关,关,45°C,50%,32,0分钟,50°C,42
3655,2014-10-22 22:06:50,关,关,关,45°C,50%,31,0分钟,50°C,42
3656,2014-10-22 22:06:56,关,关,关,45°C,50%,32,0分钟,50°C,42
3657,2014-10-22 22:07:02,关,关,关,44°C,50%,32,0分钟,50°C,42
3658,2014-10-22 22:07:04,关,关,关,44°C,25%,32,0分钟,50°C,42
3659,2014-10-22 22:07:06,关,关,关,44°C,25%,31,0分钟,50°C,42
3660,2014-10-22 22:07:12,关,关,关,44°C,25%,32,0分钟,50°C,42
3661,2014-10-22 22:07:14,关,关,关,44°C,25%,31,0分钟,50°C,42
3662,2014-10-22 22:07:20,关,关,关,44°C,25%,32,0分钟,50°C,42
3663,2014-10-22 22:07:23,关,关,关,44°C,25%,31,0分钟,50°C,42
3664,2014-10-22 22:07:33,关,关,关,44°C,25%,32,0分钟,50°C,42
3665,2014-10-22 22:07:41,关,关,关,43°C,25%,32,0分钟,50°C,42
3666,2014-10-22 22:07:43,关,关,关,43°C,25%,31,0分钟,50°C,42
3667,2014-10-22 22:07:45,关,关,关,43°C,25%,32,0分钟,50°C,42
3668,2014-10-22 22:07:47,关,关,关,43°C,25%,33,0分钟,50°C,42
3669,2014-10-22 22:07:49,关,关,关,43°C,25%,32,0分钟,50°C,42
3670,2014-10-22 22:07:51,关,关,关,43°C,25%,33,0分钟,50°C,42
3671,2014-10-22 22:07:55,关,关,关,42°C,25%,32,0分钟,50°C,42
3672,2014-10-22 22:07:57,关,关,关,42°C,25%,31,0分钟,50°C,42
3673,2014-10-22 22:08:07,关,关,关,42°C,25%,32,0分钟,50°C,42
3674,2014-10-22 22:08:09,关,关,关,42°C,25%,31,0分钟,50°C,42
3675,2014-10-22 22:08:19,关,关,关,41°C,25%,32,0分钟,50°C,42
3676,2014-10-22 22:08:21,关,关,关,41°C,25%,31,0分钟,50°C,42
3677,2014-10-22 22:08:33,关,关,关,41°C,25%,32,0分钟,50°C,42
3678,2014-10-22 22:08:35,关,关,关,40°C,25%,31,0分钟,50°C,42
3679,2014-10-22 22:08:39,关,关,关,40°C,25%,32,0分钟,50°C,42
3680,2014-10-22 22:08:45,关,关,关,40°C,25%,31,0分钟,50°C,42
3681,2014-10-22 22:08:51,关,关,关,39°C,25%,32,0分钟,50°C,42
3682,2014-10-22 22:08:53,关,关,关,39°C,25%,31,0分钟,50°C,42
3683,2014-10-22 22:08:55,关,关,关,39°C,25%,32,0分钟,50°C,42
3684,2014-10-22 22:08:57,关,关,关,39°C,25%,31,0分钟,50°C,42
3685,2014-10-22 22:08:59,关,关,关,39°C,25%,32,0分钟,50°C,42
3686,2014-10-22 22:09:03,关,关,关,39°C,25%,31,0分钟,50°C,42
3687,2014-10-22 22:09:10,关,关,关,38°C,25%,32,0分钟,50°C,42
3688,2014-10-22 22:09:11,关,关,关,38°C,25%,33,0分钟,50°C,42
3689,2014-10-22 22:09:16,关,关,关,38°C,25%,32,0分钟,50°C,42
3690,2014-10-22 22:09:18,关,关,关,37°C,25%,32,0分钟,50°C,42
3691,2014-10-22 22:09:20,关,关,关,37°C,25%,31,0分钟,50°C,42
3692,2014-10-22 22:09:30,关,关,关,37°C,25%,32,0分钟,50°C,42
3693,2014-10-22 22:09:32,关,关,关,37°C,25%,31,0分钟,50°C,42
3694,2014-10-22 22:09:40,关,关,关,37°C,25%,32,0分钟,50°C,42
3695,2014-10-22 22:09:44,关,关,关,36°C,25%,32,0分钟,50°C,42
3696,2014-10-22 22:09:46,关,关,关,36°C,25%,18,0分钟,50°C,42
3735,2014-10-23 06:49:06,关,关,关,35°C,0%,8,0分钟,50°C,43
3744,2014-10-23 06:54:27,关,关,关,34°C,0%,8,0分钟,50°C,44
3819,2014-10-23 07:37:49,关,关,关,34°C,0%,10,0分钟,50°C,45
3820,2014-10-23 07:37:51,关,关,关,34°C,0%,12,0分钟,50°C,45
3958,2014-10-23 16:15:29,关,关,关,33°C,0%,36,0分钟,50°C,46
3959,2014-10-23 16:15:41,关,关,关,33°C,0%,38,0分钟,50°C,46
3960,2014-10-23 16:15:43,关,关,关,33°C,0%,17,0分钟,50°C,46
3962,2014-10-23 16:17:06,关,关,关,33°C,0%,11,0分钟,50°C,46
4016,2014-10-23 20:18:37,关,关,关,50°C,50%,43,0分钟,50°C,47
4017,2014-10-23 20:18:41,关,关,关,50°C,50%,60,0分钟,50°C,47
4018,2014-10-23 20:18:45,关,关,关,50°C,50%,61,0分钟,50°C,47
4019,2014-10-23 20:18:47,关,关,关,50°C,50%,62,0分钟,50°C,47
4020,2014-10-23 20:18:49,关,关,关,50°C,50%,61,0分钟,50°C,47
4021,2014-10-23 20:18:59,关,关,关,50°C,50%,62,0分钟,50°C,47
4022,2014-10-23 20:19:01,关,关,关,50°C,50%,61,0分钟,50°C,47
4023,2014-10-23 20:19:05,关,关,关,50°C,50%,62,0分钟,50°C,47
4024,2014-10-23 20:19:07,关,关,关,50°C,50%,36,0分钟,50°C,47
4026,2014-10-23 20:20:03,关,关,关,50°C,50%,66,0分钟,50°C,47
4027,2014-10-23 20:20:05,关,关,关,50°C,50%,61,0分钟,50°C,47
4028,2014-10-23 20:20:09,关,关,关,50°C,50%,62,0分钟,50°C,47
4029,2014-10-23 20:20:12,关,关,关,50°C,50%,31,0分钟,50°C,47
4031,2014-10-23 20:20:29,关,关,关,50°C,50%,51,0分钟,50°C,47
4032,2014-10-23 20:20:30,关,关,关,50°C,50%,30,0分钟,50°C,47
4033,2014-10-23 20:20:34,关,关,关,50°C,50%,20,0分钟,50°C,47
4034,2014-10-23 20:20:36,关,关,关,50°C,50%,22,0分钟,50°C,47
4035,2014-10-23 20:20:38,关,关,关,50°C,50%,17,0分钟,50°C,47
4036,2014-10-23 20:20:40,关,关,关,50°C,50%,18,0分钟,50°C,47
4037,2014-10-23 20:20:42,关,关,关,50°C,50%,13,0分钟,50°C,47
4038,2014-10-23 20:20:46,关,关,关,50°C,50%,15,0分钟,50°C,47
4039,2014-10-23 20:20:48,关,关,关,50°C,50%,25,0分钟,50°C,47
4040,2014-10-23 20:20:52,关,关,关,50°C,50%,23,0分钟,50°C,47
4041,2014-10-23 20:20:58,关,关,关,50°C,50%,22,0分钟,50°C,47
4042,2014-10-23 20:21:00,关,关,关,50°C,50%,18,0分钟,50°C,47
4043,2014-10-23 20:21:02,关,关,关,50°C,50%,17,0分钟,50°C,47
4044,2014-10-23 20:21:04,关,关,关,50°C,50%,18,0分钟,50°C,47
4045,2014-10-23 20:21:06,关,关,关,50°C,50%,17,0分钟,50°C,47
4046,2014-10-23 20:21:10,关,关,关,50°C,50%,18,0分钟,50°C,47
4047,2014-10-23 20:21:12,关,关,关,50°C,50%,17,0分钟,50°C,47
4048,2014-10-23 20:21:20,关,关,关,50°C,50%,18,0分钟,50°C,47
4049,2014-10-23 20:21:22,关,关,关,50°C,50%,17,0分钟,50°C,47
4050,2014-10-23 20:21:24,关,关,关,50°C,50%,18,0分钟,50°C,47
4051,2014-10-23 20:21:26,关,关,关,50°C,50%,17,0分钟,50°C,47
